ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,mntd.obs,mntd.rand.mean,mntd.rand.sd,mntd.obs.rank,mntd.obs.z,mntd.obs.p,Tmin,Tmax,Pmin,Pmax,AET,ETR,WDI,Deglac.,x,y,year,nri,nti,nri_p,nti_p,nri_significant,nti_significant
18,108.9427981,110.0958433,26.94500771,534,-0.042792535,0.534,999,84.17931492,115.3541394,34.47267988,281,-0.904334231,0.281,-7.771904588,30.19476123,70.31904867,138.2095259,896.2333467,0.988094147,230.6000034,13000,-80.25,37.75,9000BP,0.042792535,0.904334231,0.534,0.281,FALSE,FALSE
18,174.0675091,170.5119253,12.59474316,613,0.282306967,0.613,999,139.6423624,134.4618177,20.95230604,642,0.247254157,0.642,-14.32714254,27.33618987,50.82381028,101.9380968,687.6809626,0.91293328,210.3476222,11000,-78.25,42.75,9000BP,-0.282306967,-0.247254157,0.613,0.642,FALSE,FALSE
11,90.7881236,120.6424749,31.75587626,196,-0.940120534,0.196,999,100.6119271,127.4903968,24.78770651,68,-1.084346775,0.068,-22.1699995,22.31047569,65.73333431,114.5761922,474.6190547,0.994516089,594.1381041,6000,-64.75,47.25,9000BP,0.940120534,1.084346775,0.196,0.068,FALSE,FALSE
19,157.5607401,133.0502562,21.99277506,887,1.114478908,0.887,999,170.0561842,123.6385619,30.55143147,899,1.519327248,0.899,-5.208571312,35.91952301,78.34762022,122.8095256,958.7333476,0.882081932,-45.02381019,13000,-90.75,36.75,9000BP,-1.114478908,-1.519327248,0.887,0.899,FALSE,FALSE
21,139.2368871,155.6115945,16.14894591,136,-1.01397995,0.136,999,102.012987,113.9670653,24.85613245,413,-0.480930748,0.413,-24.76618992,29.73761838,12.06666685,98.85714433,554.2476273,0.435135774,-290.1285758,6000,-96.25,47.75,9000BP,1.01397995,0.480930748,0.136,0.413,FALSE,FALSE
17,177.4769996,168.116461,10.59518933,859.5,0.883470626,0.8595,999,174.1426601,142.7330274,24.32777719,862,1.291101624,0.862,-15.49666632,28.85142793,31.47619095,105.3619063,707.8476296,0.875409339,76.59047733,11000,-88.25,43.25,9000BP,-0.883470626,-1.291101624,0.8595,0.862,FALSE,FALSE
15,148.8348884,155.9218268,16.00762655,295.5,-0.442722622,0.2955,999,116.6340838,125.6970001,17.49198713,315,-0.51811817,0.315,-23.73428518,25.79380895,60.76666757,93.72381092,540.1952461,0.941706964,357.9333387,5000,-76.25,45.75,9000BP,0.442722622,0.51811817,0.2955,0.315,FALSE,FALSE
18,158.8579659,164.417688,22.87849113,289,-0.243010869,0.289,999,112.1152894,122.6091535,19.36286316,284,-0.541958283,0.284,-28.12523747,27.42095177,19.36190505,86.13333462,577.8428658,0.59867523,-123.1809542,5000,-92.75,49.25,9000BP,0.243010869,0.541958283,0.289,0.284,FALSE,FALSE
16,106.2778121,119.7822675,18.81093635,221,-0.717904478,0.221,999,96.04884959,111.9764309,16.11935143,141.5,-0.988103113,0.1415,-23.11666615,22.95333282,69.78095342,130.4428591,472.3381023,0.979907286,726.3047727,5000,-71.25,45.75,9000BP,0.717904478,0.988103113,0.221,0.1415,FALSE,FALSE
14,178.0004202,176.692813,9.882558484,534,0.132314645,0.534,999,148.8360459,147.2546955,20.67401174,543,0.076489769,0.543,-22.63095188,29.50809458,15.861905,105.0952397,667.0904861,0.531835368,-187.3047647,9000,-95.25,46.25,9000BP,-0.132314645,-0.076489769,0.534,0.543,FALSE,FALSE
17,99.05326355,118.7885917,28.78762826,200,-0.685548944,0.2,999,108.3169611,131.909013,29.1140766,196,-0.810331451,0.196,-22.69428521,29.9514279,11.91428589,92.77619186,455.0666734,0.425787438,-378.9761961,7000,-101.75,48.25,9000BP,0.685548944,0.810331451,0.2,0.196,FALSE,FALSE
19,173.9436315,171.4949703,8.613383621,657,0.284285635,0.657,999,138.0298235,116.6608674,15.91723127,906,1.342504595,0.906,-23.543809,29.2771422,14.8761907,107.0904778,654.0619145,0.522149525,-188.3428599,6000,-95.75,46.75,9000BP,-0.284285635,-1.342504595,0.657,0.906,FALSE,FALSE
13,74.89925747,85.99898388,25.52454638,311.5,-0.434864787,0.3115,999,103.2242826,112.4257411,16.34033164,269,-0.563113331,0.269,-24.78952326,20.11285669,55.88571512,113.0666684,434.9142922,0.993797811,578.0000086,4000,-65.25,48.25,9000BP,0.434864787,0.563113331,0.3115,0.269,FALSE,FALSE
16,85.74270906,87.7681033,30.65249946,569,-0.06607599,0.569,999,88.96127499,127.1126838,38.69022933,242,-0.986073473,0.242,-2.059047573,32.53999927,77.22857258,180.4047646,1158.533351,0.984967822,140.6476211,13000,-76.75,36.25,9000BP,0.06607599,0.986073473,0.569,0.242,FALSE,FALSE
23,100.6026249,111.5249978,17.34046861,212,-0.629877609,0.212,999,76.5090923,99.32201133,26.5385344,188,-0.859614879,0.188,-9.878571208,26.8347613,94.00476331,126.1571447,785.6809641,0.976484569,498.7761979,11000,-72.25,41.25,9000BP,0.629877609,0.859614879,0.212,0.188,FALSE,FALSE
11,86.78630611,106.5550289,27.86775064,250,-0.709376333,0.25,999,108.051688,119.2094933,19.81313977,330.5,-0.563151796,0.3305,-17.2357139,22.39190426,71.10952487,111.233335,513.8285791,0.98624039,584.9809611,8000,-67.75,44.75,9000BP,0.709376333,0.563151796,0.25,0.3305,FALSE,FALSE
12,169.3832769,165.5476344,17.89361939,552,0.21435811,0.552,999,145.5386736,150.8569794,22.41427613,417,-0.237273145,0.417,-17.11238057,26.65333274,49.73333407,89.60000134,601.3047709,0.892936158,176.0523836,6000,-79.25,44.25,9000BP,-0.21435811,0.237273145,0.552,0.417,FALSE,FALSE
14,188.5378668,182.1888732,11.9256821,651,0.532379916,0.651,999,125.8700158,134.408251,15.16010806,282,-0.563204116,0.282,-23.67571376,29.19523744,15.34761928,98.90952528,656.8238193,0.54005303,-203.400003,9000,-93.75,46.75,9000BP,-0.532379916,0.563204116,0.651,0.282,FALSE,FALSE
14,136.5743397,149.1294873,16.47209648,209,-0.762207019,0.209,999,116.5778795,127.0541149,21.52962433,344,-0.486596294,0.344,-14.83761872,25.83952323,85.44762032,120.0809542,678.9190577,0.977477441,566.9428656,9000,-69.25,43.75,9000BP,0.762207019,0.486596294,0.209,0.344,FALSE,FALSE
25,187.1479506,186.4977832,7.833357618,438,0.082999838,0.438,999,131.4902809,106.348524,18.56573269,903,1.354202245,0.903,-19.1138091,30.79857074,17.41428597,120.8285732,761.5285828,0.596617496,-152.8380975,6000,-93.75,44.75,9000BP,-0.082999838,-1.354202245,0.438,0.903,FALSE,FALSE
14,165.5797751,172.9327445,22.65138731,220,-0.324614527,0.22,999,119.4220467,132.7760181,20.52901878,251,-0.650492431,0.251,-19.02476148,25.88666609,32.54285763,93.51904901,566.9381037,0.874411952,54.28571509,5000,-85.25,46.25,9000BP,0.324614527,0.650492431,0.22,0.251,FALSE,FALSE
18,121.1008971,134.3593994,20.453853,243,-0.648215394,0.243,999,105.3147241,113.5648976,13.28615781,244.5,-0.620960071,0.2445,-25.84428514,23.43999948,60.62857233,110.9952397,489.3238168,0.987292081,545.2904843,4000,-74.25,46.25,9000BP,0.648215394,0.620960071,0.243,0.2445,FALSE,FALSE
14,62.35970322,78.96393551,28.71167348,259,-0.578309457,0.259,999,98.91095737,107.520985,14.30957908,162,-0.601696778,0.162,-30.18904694,20.4323805,46.09523878,113.0000017,401.3523869,0.994864317,500.8761979,3000,-72.25,48.25,9000BP,0.578309457,0.601696778,0.259,0.162,FALSE,FALSE
9,126.8015154,128.9912881,20.05923313,534,-0.109165323,0.534,999,106.263242,148.8307741,21.89625457,39,-1.944055407,0.039,-6.796190324,29.32952315,78.11904878,169.1142882,883.5714417,0.997239264,414.957149,13000,-81.75,36.75,9000BP,0.109165323,1.944055407,0.534,0.039,FALSE,TRUE
15,85.65337518,125.0594733,26.8737772,30,-1.466340136,0.03,999,103.6846042,114.5943543,17.19419111,231,-0.634502083,0.231,-17.72857103,22.85190425,70.21904867,106.9476206,448.3285781,0.993961793,587.2285802,7000,-64.25,45.25,9000BP,1.466340136,0.634502083,0.03,0.231,TRUE,FALSE
13,121.8325203,130.9840107,22.7016537,406.5,-0.403119988,0.4065,999,107.8228092,120.8760247,16.77671898,190,-0.778055323,0.19,-21.32761857,24.52476136,70.96666772,133.4285734,546.2381034,0.998272316,664.0809623,5000,-72.75,45.25,9000BP,0.403119988,0.778055323,0.4065,0.19,FALSE,FALSE
8,100.77424,110.4214301,21.13665346,364,-0.456419941,0.364,999,136.31431,139.6073341,25.48361507,537.5,-0.129221229,0.5375,-17.52999961,21.83238046,91.81428708,140.8238116,445.8571495,0.997616224,899.3952515,5000,-63.75,44.75,9000BP,0.456419941,0.129221229,0.364,0.5375,FALSE,FALSE
14,102.3938717,114.0702509,27.28808571,320.5,-0.427892938,0.3205,999,101.5269118,113.1598187,17.31960093,169.5,-0.671661375,0.1695,-30.36761837,26.84238035,18.51428599,89.49047752,554.7333416,0.767118528,-67.46666767,3000,-91.75,49.75,9000BP,0.427892938,0.671661375,0.3205,0.1695,FALSE,FALSE
10,94.7970964,104.0182585,30.34872487,533.5,-0.303840181,0.5335,999,109.4796567,122.3359044,21.91378919,282,-0.586673878,0.282,-19.33761862,26.09904704,36.01904816,103.2809539,600.5571518,0.903443529,116.4333351,4000,-86.75,46.25,9000BP,0.303840181,0.586673878,0.5335,0.282,FALSE,FALSE
14,117.6873217,125.7425498,27.46736726,470,-0.293265387,0.47,999,137.7668968,144.2302195,30.62887704,378,-0.211020559,0.378,-23.02190425,29.88428505,12.1238097,98.09047765,537.9761985,0.416915582,-305.2238141,6000,-98.75,47.25,9000BP,0.293265387,0.211020559,0.47,0.378,FALSE,FALSE
14,113.8727672,129.8168881,23.39948335,293,-0.681387735,0.293,999,122.5585147,137.3119036,29.50952979,347,-0.499953371,0.347,-13.3199997,27.32523748,50.91904838,122.9666685,701.2285819,0.973504378,332.6952431,11000,-76.25,41.75,9000BP,0.681387735,0.499953371,0.293,0.347,FALSE,FALSE
21,192.7999256,191.5918096,10.14069413,420,0.119135438,0.42,999,125.7460474,120.5783693,14.87320401,665,0.347448883,0.665,-23.52333281,29.75952314,15.00952403,99.89523958,654.0571526,0.50572817,-220.061908,9000,-94.75,46.75,9000BP,-0.119135438,-0.347448883,0.42,0.665,FALSE,FALSE
14,142.1411325,135.4207628,20.04299462,630,0.335297688,0.63,999,133.8081815,142.4297204,28.72192023,438.5,-0.300172789,0.4385,-11.50476165,30.66380884,50.89047695,115.2000017,779.5190592,0.923148096,216.461908,11000,-84.75,40.25,9000BP,-0.335297688,0.300172789,0.63,0.4385,FALSE,FALSE
20,190.9612644,188.6380367,8.362413662,567,0.277817835,0.567,999,136.4739688,123.2121938,15.88778756,810,0.834715028,0.81,-20.32428526,29.31142792,20.57619078,112.3952398,722.4809631,0.807314709,1.847619075,11000,-91.25,45.25,9000BP,-0.277817835,-0.834715028,0.567,0.81,FALSE,FALSE
6,138.9484519,127.8285418,35.1137443,552,0.31668255,0.552,999,146.1741752,177.4821288,36.9410697,225,-0.847510747,0.225,-12.64476162,33.59952306,8.485714412,96.8523824,500.523817,0.325825756,-681.3142959,13000,-102.75,41.75,9000BP,-0.31668255,0.847510747,0.552,0.225,FALSE,FALSE
16,49.72797907,66.48044234,24.79449743,176,-0.675652464,0.176,999,68.15126074,118.8318126,40.6996225,140,-1.245233954,0.14,-7.881904586,29.42666601,80.85714406,152.8904785,914.7095374,0.990231323,376.3381008,13000,-74.25,40.25,9000BP,0.675652464,1.245233954,0.176,0.14,FALSE,FALSE
16,61.67305065,87.56033401,32.15577928,197,-0.805058498,0.197,999,75.67941275,126.9861137,39.22519335,160,-1.308003775,0.16,-12.18190449,27.8038089,68.98095341,145.0190498,755.8476303,0.975574204,506.9238171,11000,-75.25,41.25,9000BP,0.805058498,1.308003775,0.197,0.16,FALSE,FALSE
14,142.1940871,147.1666466,15.49419756,423,-0.320930428,0.423,999,118.8989358,127.5933323,21.60337407,416,-0.402455492,0.416,-9.249999793,27.36714225,97.30952526,126.1190495,806.4381073,0.975318366,517.0428648,13000,-70.25,41.25,9000BP,0.320930428,0.402455492,0.423,0.416,FALSE,FALSE
14,158.6052582,143.3683245,21.05159486,750,0.723789992,0.75,999,159.4915116,143.1687878,28.36332837,583,0.575486896,0.583,-24.32190422,29.32999934,11.07142874,105.6666682,597.4666756,0.463107616,-244.380956,6000,-95.75,47.25,9000BP,-0.723789992,-0.575486896,0.75,0.583,FALSE,FALSE
11,42.72052308,73.50341019,38.4771254,133,-0.800030844,0.133,999,96.65091869,111.5764069,21.00467291,138,-0.710579416,0.138,-24.45714231,22.55428521,55.7666675,124.8619066,447.8428638,0.998113195,645.0238191,5000,-70.75,46.75,9000BP,0.800030844,0.710579416,0.133,0.138,FALSE,FALSE
20,138.5546568,142.7961225,13.97397824,429,-0.303525996,0.429,999,97.25535814,115.7300543,21.070354,262,-0.876809955,0.262,-10.51761881,27.52095177,87.6904775,120.9238113,805.1333453,0.959947585,384.0047676,11000,-71.25,41.75,9000BP,0.303525996,0.876809955,0.429,0.262,FALSE,FALSE
12,72.52206754,76.39205785,32.31210873,543,-0.119769042,0.543,999,175.5054998,152.5923417,39.21931934,548,0.584231409,0.548,8.43904743,33.5876183,46.08095307,187.6952409,1267.800019,0.797196474,-323.1666715,13000,-81.75,27.75,9000BP,0.119769042,-0.584231409,0.543,0.548,FALSE,FALSE
19,132.9946076,141.4403949,14.60787313,284.5,-0.578166802,0.2845,999,97.03700808,110.3370781,15.57029538,204.5,-0.854195103,0.2045,-20.56523764,24.74285659,54.02857223,108.0761921,567.9142942,0.991611396,409.8333394,7000,-74.25,44.25,9000BP,0.578166802,0.854195103,0.2845,0.2045,FALSE,FALSE
16,178.4031964,181.2255547,16.06185215,374,-0.17571811,0.374,999,129.5494123,147.1059803,19.66584753,173,-0.892744032,0.173,-13.86142826,27.33618987,46.08095307,81.83809646,616.8381044,0.803586781,66.00000098,6000,-79.25,43.75,9000BP,0.17571811,0.892744032,0.374,0.173,FALSE,FALSE
9,86.20898618,87.51363354,29.2200079,539,-0.04464911,0.539,999,107.0954823,122.6352282,22.20451592,194,-0.699846191,0.194,-25.1719042,13.03761876,62.18095331,115.2000017,226.7619081,0.995015234,817.0142979,4000,-57.25,51.75,9000BP,0.04464911,0.699846191,0.539,0.194,FALSE,FALSE
16,113.1197586,119.6182164,18.8243645,365,-0.345215258,0.365,999,190.803572,137.4645619,33.23423726,972,1.604941605,0.972,-11.94523783,30.32761837,40.68095299,107.1761921,775.128583,0.853158722,69.54285818,11000,-85.25,42.25,9000BP,0.345215258,-1.604941605,0.365,0.972,FALSE,TRUE
14,185.0935639,177.6079998,19.22030167,598,0.389461321,0.598,999,142.7336255,135.1571541,18.6425088,699,0.406408362,0.699,-18.63238054,26.08380894,32.20000048,94.30476331,577.6523896,0.873940333,45.38095306,4000,-85.75,46.25,9000BP,-0.389461321,-0.406408362,0.598,0.699,FALSE,FALSE
12,158.6998111,161.6871603,18.95113195,328,-0.157634344,0.328,999,154.9652962,144.2218357,21.48647631,693,0.500010348,0.693,-16.82666629,26.2457137,49.90476265,91.83809661,576.8381038,0.948278593,248.2000037,11000,-80.25,43.75,9000BP,0.157634344,-0.500010348,0.328,0.693,FALSE,FALSE
21,178.7764061,177.6719642,10.04066198,478,0.109996924,0.478,999,101.0214569,132.4629713,27.34552338,157,-1.149786529,0.157,-17.05809486,30.44761837,22.42857176,136.352383,789.0619165,0.766336088,15.89523833,7000,-93.75,43.25,9000BP,-0.109996924,1.149786529,0.478,0.157,FALSE,FALSE
6,43.15477659,71.58229249,39.98280967,309,-0.710993453,0.309,999,136.1941974,135.1406589,35.2092372,498,0.029922219,0.498,-25.93571371,13.80999969,60.36190566,103.0857158,261.3000039,0.972768007,688.1762007,3000,-57.25,52.75,10000BP,0.710993453,-0.029922219,0.309,0.498,FALSE,FALSE
27,139.6857492,144.0053254,13.80302878,435,-0.312944084,0.435,999,86.44808212,97.09602805,20.46802196,478,-0.520223495,0.478,-5.601904637,33.20380878,91.99523947,142.557145,967.7000144,0.973351655,398.6095297,12000,-85.25,36.25,10000BP,0.312944084,0.520223495,0.435,0.478,FALSE,FALSE
12,58.93189819,75.01941096,29.19664595,285,-0.551005509,0.285,999,101.3035517,106.969475,13.99579902,317,-0.404830283,0.317,-27.89238033,20.09523765,70.44285819,132.4333353,388.290482,0.995673652,847.1285841,3000,-70.75,47.25,10000BP,0.551005509,0.404830283,0.285,0.317,FALSE,FALSE
8,77.21604352,92.56450829,32.74868239,287,-0.468674269,0.287,999,172.2837995,169.4775288,27.84468119,381,0.100783007,0.381,9.513809311,33.74095163,48.88571501,180.6047646,1231.123828,0.744649458,-427.1285778,12000,-81.25,27.25,10000BP,0.468674269,-0.100783007,0.287,0.381,FALSE,FALSE
17,135.024852,136.2309372,16.17343239,454,-0.074572,0.454,999,73.57560655,130.9453832,32.21239317,14,-1.780984614,0.014,-13.69619017,29.88809457,40.93333394,104.0666682,729.2619156,0.889261936,132.2190496,10000,-85.25,41.75,10000BP,0.074572,1.780984614,0.454,0.014,FALSE,TRUE
15,150.0618153,152.1381478,13.37033686,436.5,-0.155293954,0.4365,999,122.6873719,126.43274,18.20996084,434,-0.20567689,0.434,-23.95761851,24.91476135,60.28571518,104.6571444,517.8619125,0.979099953,484.6714358,4000,-73.25,45.75,10000BP,0.155293954,0.20567689,0.4365,0.434,FALSE,FALSE
8,126.5484207,137.2757368,18.14722366,276.5,-0.591127123,0.2765,999,140.4863209,146.8500576,25.03786524,473.5,-0.254164507,0.4735,-22.39095188,25.89857085,51.76666744,110.6476207,542.0095319,0.918482937,329.8428621,4000,-79.75,45.25,10000BP,0.591127123,0.254164507,0.2765,0.4735,FALSE,FALSE
18,154.0224277,161.4125187,13.99549316,295,-0.528033626,0.295,999,101.8543337,122.1598498,25.73295855,259,-0.789085953,0.259,-16.30523773,29.65428505,54.59523891,102.3571444,737.5857253,0.883207418,165.1047644,10000,-73.75,42.75,10000BP,0.528033626,0.789085953,0.295,0.259,FALSE,FALSE
12,144.7191843,151.6239202,15.1424286,320,-0.455986028,0.32,999,93.23770268,141.706796,25.36969107,69,-1.910511769,0.069,-17.17380914,26.41238036,69.91904866,126.4095257,696.9952485,0.987443614,497.7381027,10000,-74.75,42.25,10000BP,0.455986028,1.910511769,0.32,0.069,FALSE,FALSE
15,175.9524751,174.8324405,13.51747426,515,0.082858272,0.515,999,123.2449591,130.7632786,18.45902134,344.5,-0.407297835,0.3445,-19.31238052,25.97999942,57.50952467,80.72857263,546.8761986,0.855207912,185.5000028,5000,-77.75,44.25,10000BP,-0.082858272,0.407297835,0.515,0.3445,FALSE,FALSE
14,132.2602828,138.8066613,15.96812394,340,-0.409965408,0.34,999,120.9836563,116.085705,13.52550395,718,0.362127081,0.718,-30.13285647,23.94238042,34.32857194,93.5047633,458.6619116,0.909852875,199.0809553,2000,-79.75,47.25,10000BP,0.409965408,-0.362127081,0.34,0.718,FALSE,FALSE
10,78.83381213,91.73725237,27.25962996,435.5,-0.473353463,0.4355,999,106.4644955,114.9599582,18.10752796,282.5,-0.46916745,0.2825,-20.96761858,23.32047567,74.00952491,110.1476207,500.4809598,0.991084852,592.690485,6000,-67.25,45.25,10000BP,0.473353463,0.46916745,0.4355,0.2825,FALSE,FALSE
16,151.0547418,152.3784032,13.06418312,537.5,-0.101319875,0.5375,999,127.9411624,119.7376403,13.94017686,746,0.588480491,0.746,-26.17142799,25.44523753,41.90476253,101.4809539,521.2428649,0.932168609,241.0476226,2000,-78.75,46.25,10000BP,0.101319875,-0.588480491,0.5375,0.746,FALSE,FALSE
7,96.82195997,113.0458072,25.72041329,295.5,-0.630777082,0.2955,999,116.2986626,133.3025803,26.61868867,321,-0.638796219,0.321,-29.47857077,24.33476136,36.04285768,93.82857283,467.5952451,0.886910469,175.3190502,1000,-80.25,47.25,10000BP,0.630777082,0.638796219,0.2955,0.321,FALSE,FALSE
23,162.4361612,175.3126635,12.28585866,128,-1.048075077,0.128,999,142.5317311,140.2450732,22.83219567,520,0.100150594,0.52,-17.62285675,27.05904701,43.12381017,109.9761921,645.880962,0.957163849,246.985718,10000,-77.75,42.25,10000BP,1.048075077,-0.100150594,0.128,0.52,FALSE,FALSE
14,147.6435467,148.4945116,14.86342642,494,-0.057252271,0.494,999,120.5674078,135.3867682,26.50414752,332,-0.559133635,0.332,-15.96190441,28.16428508,75.32381065,123.742859,755.614297,0.973516433,447.0857209,10000,-73.25,42.25,10000BP,0.057252271,0.559133635,0.494,0.332,FALSE,FALSE
23,117.7371979,128.4131091,14.0240718,175.5,-0.76125617,0.1755,999,78.31717066,101.7086097,24.99051474,116.5,-0.936012696,0.1165,-13.57571398,29.1476184,69.09523912,138.3571449,810.2809645,0.974228304,449.6428638,10000,-74.75,41.25,10000BP,0.76125617,0.936012696,0.1755,0.1165,FALSE,FALSE
19,142.8491724,151.5372433,13.37129278,240,-0.649755494,0.24,999,96.21038065,111.1466429,24.07326029,334,-0.620450328,0.334,-16.15428535,28.44618984,66.64762004,114.3428588,745.6428683,0.956316263,327.042862,6000,-72.25,42.75,10000BP,0.649755494,0.620450328,0.24,0.334,FALSE,FALSE
11,159.8983923,151.1364988,19.90740823,625,0.440132303,0.625,999,192.5412421,159.4631848,29.33446793,892,1.127617427,0.892,-16.17095202,22.98238044,73.22381061,104.7095254,553.7714368,0.983883491,515.4952458,7000,-68.25,44.25,10000BP,-0.440132303,-1.127617427,0.625,0.892,FALSE,FALSE
21,118.3819615,113.6904523,21.22478304,655,0.221039207,0.655,999,132.3357763,116.7406699,32.03734744,783,0.486778951,0.783,-1.843809483,35.2557135,80.24285834,147.1333355,1003.795253,0.888589696,105.1428587,12000,-88.25,33.75,10000BP,-0.221039207,-0.486778951,0.655,0.783,FALSE,FALSE
20,181.312394,177.7665249,9.490995829,633,0.373603484,0.633,999,115.9639836,123.7809016,21.54824037,375.5,-0.362763633,0.3755,-19.0838091,28.9528565,26.67142897,111.4666683,660.1095336,0.930765117,148.2142879,12000,-89.75,43.25,10000BP,-0.373603484,0.362763633,0.633,0.3755,FALSE,FALSE
20,194.4821807,195.0429281,14.49362426,292,-0.038689244,0.292,999,110.5453836,120.8708816,15.90949005,243,-0.649015022,0.243,-26.21380894,28.86476126,12.16666685,106.0333349,603.247628,0.514335493,-167.6857168,8000,-95.25,47.25,10000BP,0.038689244,0.649015022,0.292,0.243,FALSE,FALSE
17,144.117465,138.9975615,13.61511489,712,0.376045562,0.712,999,153.4981128,132.5942885,19.12354512,865,1.093093576,0.865,3.055714217,38.41904676,37.76666723,95.88571571,792.8809642,0.633282998,-914.2095374,12000,-97.25,30.25,10000BP,-0.376045562,-1.093093576,0.712,0.865,FALSE,FALSE
11,106.0720206,93.70338222,24.75756104,765.5,0.499590341,0.7655,999,101.7965769,112.1209117,16.6254135,252.5,-0.620997174,0.2525,-27.05238035,21.51666619,50.16190551,107.1714302,413.9904824,0.996826113,510.0190552,3000,-69.25,47.25,10000BP,-0.499590341,0.620997174,0.7655,0.2525,FALSE,FALSE
14,142.7359074,157.9420811,16.62417476,151,-0.914702472,0.151,999,119.5206886,129.0443265,20.98267993,358,-0.453880911,0.358,-22.2152376,24.96666611,65.84285812,117.7523827,574.7619133,0.979896349,536.847627,6000,-74.75,43.75,10000BP,0.914702472,0.453880911,0.151,0.358,FALSE,FALSE
15,150.2724042,130.1565547,25.09181784,788,0.801689605,0.788,999,144.1875784,135.8966576,33.52869371,607,0.24727837,0.607,-9.670475974,29.40142791,75.25714398,143.004764,833.6619172,0.990164816,419.0095301,12000,-79.75,38.25,10000BP,-0.801689605,-0.24727837,0.788,0.607,FALSE,FALSE
15,141.9347428,141.0426882,16.09637308,463,0.055419599,0.463,999,105.6134051,114.9214041,11.38928346,187,-0.817259403,0.187,-25.40428515,22.72190425,50.41904837,120.4523827,456.2238163,0.993441315,559.0714369,4000,-70.75,46.25,10000BP,-0.055419599,0.817259403,0.463,0.187,FALSE,FALSE
17,143.4408142,153.0453133,13.37247107,209,-0.718229193,0.209,999,118.1220504,122.8451752,23.96006424,427.5,-0.197124882,0.4275,-14.66190443,27.90333271,44.25238161,79.38571547,639.4571524,0.753876903,-14.24761926,5000,-78.25,43.25,10000BP,0.718229193,0.197124882,0.209,0.4275,FALSE,FALSE
19,92.50460112,107.7096508,24.52946348,268,-0.619868824,0.268,999,76.87323027,114.667645,33.3993308,130,-1.131591976,0.13,-1.229523782,34.60857066,81.60952503,152.0380975,1038.580968,0.910464325,150.9809546,12000,-86.75,33.25,10000BP,0.619868824,1.131591976,0.268,0.13,FALSE,FALSE
19,108.827998,119.4449229,17.81453583,238,-0.595969772,0.238,999,98.11240465,106.7119185,9.947985823,139,-0.864447741,0.139,-24.55952326,25.30380896,55.8714294,101.4952396,519.1523887,0.980615914,445.7857209,4000,-73.75,45.75,10000BP,0.595969772,0.864447741,0.238,0.139,FALSE,FALSE
15,168.3729751,168.1802352,16.76455389,467,0.011496869,0.467,999,121.88246,122.9796211,15.90029408,499,-0.069002569,0.499,-24.96095182,25.97714228,28.31428614,90.82381088,516.9619125,0.741111867,84.78095364,3000,-88.25,46.75,10000BP,-0.011496869,0.069002569,0.467,0.499,FALSE,FALSE
14,179.427017,174.1687365,16.65740987,533,0.315672162,0.533,999,135.8571023,131.0019019,15.50296959,683.5,0.313178736,0.6835,-23.99142804,25.78761847,35.1714291,86.38571557,525.1714364,0.754025021,131.1952401,3000,-87.75,46.75,10000BP,-0.315672162,-0.313178736,0.533,0.6835,FALSE,FALSE
13,79.26743938,91.33599034,29.30181345,391,-0.411870445,0.391,999,89.64303657,106.6689039,14.57117811,20,-1.168461958,0.02,-23.86999947,19.27952338,57.06666752,106.9523825,402.2714346,0.987667382,571.7381038,6000,-64.75,48.25,10000BP,0.411870445,1.168461958,0.391,0.02,FALSE,TRUE
19,148.5260254,148.0678083,14.82247059,392.5,0.030913682,0.3925,999,102.0328521,109.2919466,10.37480954,226,-0.699684604,0.226,-28.69618983,22.66047568,58.60000087,114.1142874,446.5285781,0.996853776,596.9000089,3000,-72.75,46.75,10000BP,-0.030913682,0.699684604,0.3925,0.226,FALSE,FALSE
12,182.7788725,177.1661786,13.46602206,606,0.416804155,0.606,999,174.7625831,157.0337757,19.77794433,828,0.896392825,0.828,-21.37809476,29.656666,17.48095264,113.6238112,696.8809628,0.687547497,-37.92381009,8000,-93.25,45.25,10000BP,-0.416804155,-0.896392825,0.606,0.828,FALSE,FALSE
10,100.8967237,113.1296761,24.97017859,367,-0.489902482,0.367,999,112.7809824,120.858831,19.50195453,406,-0.414207127,0.406,-19.59904718,23.01714234,60.15714375,111.2047636,437.8857208,0.992765442,531.3714365,4000,-62.75,45.75,10000BP,0.489902482,0.414207127,0.367,0.406,FALSE,FALSE
19,153.2865423,150.1651238,13.39752247,608,0.232984759,0.608,999,141.0278575,131.2550211,27.05554498,605,0.361213806,0.605,-13.09142828,31.19618978,44.07142923,107.8523826,760.9904875,0.881589625,143.0761926,10000,-88.25,40.75,10000BP,-0.232984759,-0.361213806,0.608,0.605,FALSE,FALSE
10,82.52702972,110.8697332,39.45361858,261,-0.718380329,0.261,999,81.63433208,143.8906529,37.33800898,46,-1.6673712,0.046,-9.539047406,36.27714205,13.55714306,116.7000017,712.528582,0.480768122,-673.9952481,12000,-98.75,38.25,10000BP,0.718380329,1.6673712,0.261,0.046,FALSE,TRUE
